445,Pugilist,Haymaker,Ability,1,,"User your Martial Arts to smash your target's face, giving them a Stunned rating equal to Hits -2.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"[""!power {{\n    --name|@{name} - Haymaker\n    --Effect|User your Martial Arts to smash your target's face, giving them a Stunned rating equal to Hits -2.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
447,Pugilist,Sting Like a Bee,Ability,1,,"Use your Martial arts after you Float Like a Butterfly, adding +1d4 Bonus Hits to the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
448,Pugilist,Jab,Ability,1,Journeyman Competitor,"<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rapid punch to your opponent.  On +1 Hits, score 1 Hit on the target and immediately use different <em>Combination Punch</em>.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"[""!power {{\n    --name|@{name} - Jab\n    --Effect|<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rapid punch to your opponent.  On +1 Hits, score 1 Hit on the target and immediately use different <em>Combination Punch</em>.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
449,Pugilist,Cross,Ability,1,Journeyman Competitor,"<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rear-hand punch to your opponent.  On +2 Hits, score 2 Hits on the target and immediately use different <em>Combination Punch</em>.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"[""!power {{\n    --name|@{name} - Cross\n    --Effect|<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rear-hand punch to your opponent.  On +2 Hits, score 2 Hits on the target and immediately use different <em>Combination Punch</em>.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
450,Pugilist,Hook,Ability,2,Journeyman Competitor,"<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rotating punch to your opponent.  On +3 Hits, score 2 Hits on the target and immediately use different <em>Combination Punch</em>.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"[""!power {{\n    --name|@{name} - Hook\n    --Effect|<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rotating punch to your opponent.  On +3 Hits, score 2 Hits on the target and immediately use different <em>Combination Punch</em>.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
451,Pugilist,Uppercut,Ability,3,Journeyman Competitor,"<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rising punch to your opponent.  On +3 Hits, score 3 Hits on the target.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"[""!power {{\n    --name|@{name} - Uppercut\n    --Effect|<h4 style='margin: 4px'>Combination Punch</h4><br>Use your Martial Arts while engaged in a Contest to deliver a rising punch to your opponent.  On +3 Hits, score 3 Hits on the target.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
453,Pugilist,Work the Body,Ability,,,"Use your Martial Arts against one target in your Current Zone.  On 2+ Hits, the target gain Fatigued 2.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"['!power {{\n    --name|@{name} - Work the Body\n    --Effect|Use your Martial Arts against one target in your Current Zone.  On 2+ Hits, the target gain Fatigued 2.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
455,Pugilist,Bob and Weave,Ability,2,,"Focus to defend yourself in combat, assuming a Defensive Stance adding +Hits to your Primary Defense.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Focus,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Focus', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Focus'],"['!power {{\n    --name|@{name} - Bob and Weave\n    --Effect|Focus to defend yourself in combat, assuming a Defensive Stance adding +Hits to your Primary Defense.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_focus}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
456,Pugilist,Slip and Counter,Ability,2,,"When you are in a Defensive Stance and take Hits in melee combat from a target you can see, reduce the Hits taken by -2 and use your Martial Arts to deal Hits to the attacking target.",,,,,Martial Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, 'Martial Arts', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Martial Arts'],"['!power {{\n    --name|@{name} - Slip and Counter\n    --Effect|When you are in a Defensive Stance and take Hits in melee combat from a target you can see, reduce the Hits taken by -2 and use your Martial Arts to deal Hits to the attacking target.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_martial_arts}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
471,Reaver,Rending Strike,Ability,1,,"Strike your target, delaing +1 Bonus Hits directly to their Grit.",,,,,,,Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, 'Strike', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Strike'],"['!power {{\n    --name|@{name} - Rending Strike\n    --Effect|Strike your target, delaing +1 Bonus Hits directly to their Grit.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_strike}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
474,Reaver,Whirlwind Strike,Ability,2,,Strike at all hostile Targets in your Current Zone.  Deal 1 Hit to a number of targets equal to Hits in the result set.,,,,,,,Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, 'Strike', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Strike'],['!power {{\n    --name|@{name} - Whirlwind Strike\n    --Effect|Strike at all hostile Targets in your Current Zone.  Deal 1 Hit to a number of targets equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_strike}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
482,Scholar,Knowledge is Power,Ability,2,,Research to gain critical information about the current situation.  Increase the current Timer by Hits - 2 and decrease the Challenge by -1d.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Research', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Research'],['!power {{\n    --name|@{name} - Knowledge is Power\n    --Effect|Research to gain critical information about the current situation.  Increase the current Timer by Hits - 2 and decrease the Challenge by -1d.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_research}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']
486,Scholar,Linguistic Aptitude,Ability,3,,Use Linguistics to speak or decipher any language.  Create +Hits Advantages you can spend on Persuade or Invesitgate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linguistics,,,Persuade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Linguistics', None, None, 'Persuade', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Linguistics', 'Persuade']","['!power {{\n    --name|@{name} - Linguistic Aptitude\n    --Effect|Use Linguistics to speak or decipher any language.  Create +Hits Advantages you can spend on Persuade or Invesitgate.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_linguistics}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Linguistic Aptitude\n    --Effect|Use Linguistics to speak or decipher any language.  Create +Hits Advantages you can spend on Persuade or Invesitgate.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_persuade}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
496,Scoundrel,It's all a facade,Ability,1,,"Deceive opponents in your Current Zone, masking your true intentions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Deceive', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Deceive'],"[""!power {{\n    --name|@{name} - It's all a facade\n    --Effect|Deceive opponents in your Current Zone, masking your true intentions.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_deceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
498,Scoundrel,Forked Tongue,Ability,2,,"Deceive your target, adding +2 Bonus Hits to the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Deceive', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Deceive'],"['!power {{\n    --name|@{name} - Forked Tongue\n    --Effect|Deceive your target, adding +2 Bonus Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_deceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
514,Seer,See Beyond,Ability,2,,"Spend 1 Momentum and Perceive to reveal hiden creatures and secrets.  You gain Truesight X, where X is equal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Perceive,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Perceive', None, None, None, None, None, None, None, None, None, None, None, None, None]",['Perceive'],"['!power {{\n    --name|@{name} - See Beyond\n    --Effect|Spend 1 Momentum and Perceive to reveal hiden creatures and secrets.  You gain Truesight X, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_perceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
515,Seer,Uncanny Trait Increase,Ability,,,Increase your Uncanny Trait rating by +1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
516,Shaman,Trance,Ability,1,Spirit's Severance,"You are capable of traversing the spirit world to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Endure, maintain your Composure, or use your Insight to enter a trancelike state to walk the spirit world. You gain Hits + Steady in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Steady Actions (minimum 1 Action).",,,,,,,,,,,,,,Insight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Composure,Endure,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, 'Insight', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Composure', 'Endure', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Insight', 'Composure', 'Endure']","[""!power {{\n    --name|@{name} - Trance\n    --Effect|You are capable of traversing the spirit world to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Endure, maintain your Composure, or use your Insight to enter a trancelike state to walk the spirit world. You gain Hits + Steady in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Steady Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_insight}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}"", ""!power {{\n    --name|@{name} - Trance\n    --Effect|You are capable of traversing the spirit world to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Endure, maintain your Composure, or use your Insight to enter a trancelike state to walk the spirit world. You gain Hits + Steady in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Steady Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_composure}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}"", ""!power {{\n    --name|@{name} - Trance\n    --Effect|You are capable of traversing the spirit world to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Endure, maintain your Composure, or use your Insight to enter a trancelike state to walk the spirit world. You gain Hits + Steady in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Steady Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_endure}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
527,Shifter,Primal Form,Ability,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
530,Shugenja,Entreat Spirits,Ability,1,Spirit's Severance,"You are capable of persuading the spirits if this world and beyond to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Persuade, use your Insight, or Deceive the Spirits in a ceremony of your own design. You gain Hits + Savvy in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Savvy Actions (minimum 1 Action).",,,,,,,,,,,,,,Insight,,,,,,,,,,,,,,,,Deceive,,,,,Persuade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, 'Insight', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Deceive', None, None, None, None, 'Persuade', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Insight', 'Deceive', 'Persuade']","[""!power {{\n    --name|@{name} - Entreat Spirits\n    --Effect|You are capable of persuading the spirits if this world and beyond to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Persuade, use your Insight, or Deceive the Spirits in a ceremony of your own design. You gain Hits + Savvy in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Savvy Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_insight}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}"", ""!power {{\n    --name|@{name} - Entreat Spirits\n    --Effect|You are capable of persuading the spirits if this world and beyond to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Persuade, use your Insight, or Deceive the Spirits in a ceremony of your own design. You gain Hits + Savvy in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Savvy Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_deceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}"", ""!power {{\n    --name|@{name} - Entreat Spirits\n    --Effect|You are capable of persuading the spirits if this world and beyond to discover mystical powers and insights.  You gain access to <a href='/no1_system/characters/powers/spirits/'>Spirits</a>.<br>Set any current Spirit ranks to 0.  Then Persuade, use your Insight, or Deceive the Spirits in a ceremony of your own design. You gain Hits + Savvy in Spirit Ranks to invest in Spirits.<br>You may use this Ability without spending an Action at the beginning of each Waypoint. If you use it during a Waypoint, it requires 9 - Savvy Actions (minimum 1 Action).\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_persuade}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
551,Skald,Trumpet's Call,Ability,2,,"Craft to grant X target in your Current Zone 1 Advantage, where X is equal to Hits in the result set.",,,,,,,,,,,,,,,,,,,,,,,,Craft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Craft', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Craft'],"[""!power {{\n    --name|@{name} - Trumpet's Call\n    --Effect|Craft to grant X target in your Current Zone 1 Advantage, where X is equal to Hits in the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_craft}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
562,Sniper,Boom! Headshot!,Ability,3,,"When you Aim and Shoot your target for 6+ Hits, Spend 3 Momentum and the BAMF decides one of the following:<ul><li>Your target dies instantly.</li><li>Your target gains Stunned 5.</li><li>Your target gains Vulnerable 3.</li></ul>",,,,,,Shoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, 'Shoot', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Shoot'],"['!power {{\n    --name|@{name} - Boom! Headshot!\n    --Effect|When you Aim and Shoot your target for 6+ Hits, Spend 3 Momentum and the BAMF decides one of the following:<ul><li>Your target dies instantly.</li><li>Your target gains Stunned 5.</li><li>Your target gains Vulnerable 3.</li></ul>\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_shoot}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
563,Soldier,Charge,Ability,1,,"Use a Shift to move into an adjacent Zone, then immediately Strike your target, adding +2 Hits to the result set.",,,,,,,Strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, 'Strike', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Strike'],"['!power {{\n    --name|@{name} - Charge\n    --Effect|Use a Shift to move into an adjacent Zone, then immediately Strike your target, adding +2 Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_strike}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
564,Soldier,Physical Training,Ability,1,,"When you use Endure or Exert to tackle a physical task, add +2 Bonus Hits to the result set.",,Exert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,,,,,,,,,,,,,,,,,,"['Exert', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Endure', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['Exert', 'Endure']","['!power {{\n    --name|@{name} - Physical Training\n    --Effect|When you use Endure or Exert to tackle a physical task, add +2 Bonus Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_exert}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}', '!power {{\n    --name|@{name} - Physical Training\n    --Effect|When you use Endure or Exert to tackle a physical task, add +2 Bonus Hits to the result set.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_endure}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}']"
569,Soldier,Toughened,Ability,3,,Increase your Grit by +2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",[],[]
571,Spy,It's all a facade,Ability,,,"Deceive opponents in your Current Zone, masking your true intentions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deceive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'Deceive', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",['Deceive'],"[""!power {{\n    --name|@{name} - It's all a facade\n    --Effect|Deceive opponents in your Current Zone, masking your true intentions.\n    --Result Set|[[ [$talent|XPND] @{BAMF|challenge}d@{skill_deceive}>4]]\n    --Hits|[^talent.ss]\n    --1s|[^talent.ones]\n    --format|abilitycheck\n    }}""]"
